Url,seo_friendly_url
https://senseisandy.com/videos/bjj-brazilian-jiu-jitsu-kata-gatame-sabado-gigante-i2_ZxD8UKcc,False
https://senseisandy.com/videos/kids-brazilian-jiu-jitsu-thursday-D-X1qvoLp_A,False
https://senseisandy.com/videos/teens-brazilian-jiu-jitsu-chokes-self-defense-LFeW_qWwdgQ,False
