current_url,source_file,output_file,page_type,canonical_url,current_status,indexable,in_sitemap,action,redirect_target,archive_path,notes
https://senseisandy.com/bjj-glossary/roll/,src/bjj-glossary/roll/index.html,dist/bjj-glossary/roll/index.html,general,https://senseisandy.com/bjj-glossary/roll/,200,true,true,keep,,,Release 4 URL inventory
https://senseisandy.com/bjj-glossary/closed-guard-break/,src/bjj-glossary/closed-guard-break/index.html,dist/bjj-glossary/closed-guard-break/index.html,general,https://senseisandy.com/bjj-glossary/closed-guard-break/,200,true,true,keep,,,Release 4 URL inventory
https://senseisandy.com/bjj-glossary/top-ride/,src/bjj-glossary/top-ride/index.html,dist/bjj-glossary/top-ride/index.html,general,https://senseisandy.com/bjj-glossary/top-ride/,200,true,true,keep,,,Release 4 URL inventory
https://senseisandy.com/bjj-glossary/collar-tie/,src/bjj-glossary/collar-tie/index.html,dist/bjj-glossary/collar-tie/index.html,general,https://senseisandy.com/bjj-glossary/collar-tie/,200,true,true,keep,,,Release 4 URL inventory
https://senseisandy.com/bjj-glossary/seatbelt/,src/bjj-glossary/seatbelt/index.html,dist/bjj-glossary/seatbelt/index.html,general,https://senseisandy.com/bjj-glossary/seatbelt/,200,true,true,keep,,,Release 4 URL inventory
https://senseisandy.com/bjj-glossary/head-line/,src/bjj-glossary/head-line/index.html,dist/bjj-glossary/head-line/index.html,general,https://senseisandy.com/bjj-glossary/head-line/,200,true,true,keep,,,Release 4 URL inventory
https://senseisandy.com/bjj-glossary/wrist-control/,src/bjj-glossary/wrist-control/index.html,dist/bjj-glossary/wrist-control/index.html,general,https://senseisandy.com/bjj-glossary/wrist-control/,200,true,true,keep,,,Release 4 URL inventory
https://senseisandy.com/bjj-glossary/shoulder-pressure/,src/bjj-glossary/shoulder-pressure/index.html,dist/bjj-glossary/shoulder-pressure/index.html,general,https://senseisandy.com/bjj-glossary/shoulder-pressure/,200,true,true,keep,,,Release 4 URL inventory
https://senseisandy.com/bjj-glossary/closed-guard/,src/bjj-glossary/closed-guard/index.html,dist/bjj-glossary/closed-guard/index.html,general,https://senseisandy.com/bjj-glossary/closed-guard/,200,true,true,keep,,,Release 4 URL inventory
https://senseisandy.com/bjj-glossary/heavy-hips/,src/bjj-glossary/heavy-hips/index.html,dist/bjj-glossary/heavy-hips/index.html,general,https://senseisandy.com/bjj-glossary/heavy-hips/,200,true,true,keep,,,Release 4 URL inventory
https://senseisandy.com/bjj-glossary/seated-guard/,src/bjj-glossary/seated-guard/index.html,dist/bjj-glossary/seated-guard/index.html,general,https://senseisandy.com/bjj-glossary/seated-guard/,200,true,true,keep,,,Release 4 URL inventory
