Url,response_code
https://senseisandy.com/videos/bjj-brazilian-jiu-jitsu-kata-gatame-sabado-gigante-i2-ZxD8UKcc,404
https://senseisandy.com/videos/kids-brazilian-jiu-jitsu-thursday-D-X1qvoLp-A,404
