request_url,final_status,live_abs_blog_root_slash_count,local_abs_blog_root_slash_count,live_blog_slug_slash_count,local_blog_slug_slash_count,error
https://senseisandy.com/,ERR,,,,,fetch failed
https://senseisandy.com/schedule,ERR,,,,,fetch failed
https://senseisandy.com/blog/index.html,ERR,,,,,fetch failed
https://senseisandy.com/blog/wrestle-ups-scramble,ERR,,,,,fetch failed
https://senseisandy.com/blog/can-you-beat-sensei-without-a-black-belt,ERR,,,,,fetch failed
