url,inlink_count,source_type_count,source_types,sample_sources,status
https://senseisandy.com/videos/kids-bjj-safety-class-side-breakfall-don-t-fall-like-a-banana-stability-ball-wrestling-lkW9SJ9v2TI,2,1,video-related,videos/kids-adults-bjj-class-snap-downs-loop-choke-seatbelt-back-control-closed-guard-live-rounds-PksQic7GArU.html|videos/kids-bjj-safety-class-side-breakfalls-grip-breaks-recovery-drills-retention-games-y1lu5dHnQak.html,fail
https://senseisandy.com/videos/kids-bjj-safety-class-side-breakfall-don-t-fall-like-a-lkw9sj9v2ti,2,1,video-related,videos/kids-adults-bjj-class-snap-downs-loop-choke-seatbelt-back-pksqic7garu.html|videos/kids-bjj-safety-class-side-breakfalls-grip-breaks-recovery-y1lu5dhnqak.html,fail
https://senseisandy.com/videos/kids-bjj-safety-class-side-breakfall-dont-fall-lkw9sj9v2ti,10,5,hub-master|hub-program|hub-technique|other|video-related,bjj-videos.html|videos/index.html|videos/kids-adults-bjj-class-snap-downs-loop-choke-pksqic7garu.html|videos/kids-bjj-safety-class-side-breakfalls-grip-breaks-y1lu5dhnqak.html|videos/kids.html,pass
https://senseisandy.com/videos/kids-bjj-safety-class-side-breakfalls-grip-breaks-recovery-drills-retention-games-y1lu5dHnQak,5,1,video-related,videos/brazilian-jiu-jitsu-beginner-intro-wednesday-no-gi-RWEVpph8AeI.html|videos/kids-bjj-safety-class-side-breakfall-don-t-fall-like-a-banana-stability-ball-wrestling-lkW9SJ9v2TI.html|videos/kids-teens-and-adult-brazilian-jiu-jitsu-friday-night-in-tannersville-ny-fMJTbQBn3fg.html|videos/rear-naked-choke-mata-le-o-details-guard-retention-basics-beginner-bjj-class-BeINaONoezg.html,fail
https://senseisandy.com/videos/kids-bjj-safety-class-side-breakfalls-grip-breaks-recovery-y1lu5dhnqak,4,1,video-related,videos/kids-bjj-safety-class-side-breakfall-don-t-fall-like-a-lkw9sj9v2ti.html|videos/kids-teens-and-adult-brazilian-jiu-jitsu-friday-night-in-fmjtbqbn3fg.html|videos/rear-naked-choke-mata-le-o-details-guard-retention-basics-beinaonoezg.html,fail
https://senseisandy.com/videos/kids-bjj-safety-class-side-breakfalls-grip-breaks-y1lu5dhnqak,13,5,hub-master|hub-program|hub-technique|other|video-related,bjj-videos.html|videos/brazilian-jiu-jitsu-beginner-intro-wednesday-no-gi-rwevpph8aei.html|videos/index.html|videos/kids-bjj-safety-class-side-breakfall-dont-fall-lkw9sj9v2ti.html|videos/kids-teens-adult-brazilian-jiu-jitsu-friday-night-fmjtbqbn3fg.html,pass
https://senseisandy.com/videos/kids-bjj-safety-skills-hair-pull-escape-grip-break-game-balance-wars-gi-folding-EeNqfgRycfE,2,1,video-related,videos/4pm-kid-takedowns-in-tannersville-IsRHsAKxmCo.html|videos/kids-adults-bjj-class-breakfalls-grip-breaking-pogo-stick-pass-takedown-cross-body-pin-uk16CCtsKk8.html,fail
https://senseisandy.com/videos/kids-bjj-safety-skills-hair-pull-escape-grip-break-game-eenqfgrycfe,2,1,video-related,videos/4pm-kid-takedowns-in-tannersville-isrhsakxmco.html|videos/kids-adults-bjj-class-breakfalls-grip-breaking-pogo-stick-uk16cctskk8.html,fail
https://senseisandy.com/videos/kids-bjj-safety-skills-hair-pull-escape-grip-eenqfgrycfe,11,5,hub-master|hub-program|hub-technique|other|video-related,bjj-videos.html|videos/4pm-kid-takedowns-tannersville-isrhsakxmco.html|videos/escapes.html|videos/index.html|videos/kids-adults-bjj-class-breakfalls-grip-breaking-pogo-uk16cctskk8.html,pass
https://senseisandy.com/videos/kids-brazilian-jiu-jitsu-thursday-D-X1qvoLp_A,0,0,,,fail
https://senseisandy.com/videos/kids-self-defense-brazilian-jiu-jitsu-kingston-ny-6SWUFme4fb0,0,0,,,fail
https://senseisandy.com/videos/kids-teens-adult-brazilian-jiu-jitsu-friday-night-fmjtbqbn3fg,15,5,hub-master|hub-program|hub-technique|other|video-related,bjj-videos.html|videos/brazilian-jiu-jitsu-beginner-intro-wednesday-no-gi-rwevpph8aei.html|videos/friday-tannersville-kids-bjj-qf48jtbhjug.html|videos/index.html|videos/kids-adults-bjj-class-breakfalls-grip-breaking-pogo-uk16cctskk8.html,pass
https://senseisandy.com/videos/kids-teens-and-adult-brazilian-jiu-jitsu-friday-night-in-fmjtbqbn3fg,7,1,video-related,videos/4pm-kids-5k-un3myncu.html|videos/kids-adults-bjj-class-breakfalls-grip-breaking-pogo-stick-uk16cctskk8.html|videos/kids-bjj-safety-class-side-breakfall-don-t-fall-like-a-lkw9sj9v2ti.html|videos/kids-bjj-safety-class-side-breakfalls-grip-breaks-recovery-y1lu5dhnqak.html|videos/rear-bear-hug-rear-body-lock-defense-seatbelt-back-control-wswxnsiavuu.html,fail
https://senseisandy.com/videos/kids-teens-and-adult-brazilian-jiu-jitsu-friday-night-in-tannersville-ny-fMJTbQBn3fg,9,1,video-related,videos/4pm-kids-5K-uN3MYncU.html|videos/brazilian-jiu-jitsu-beginner-intro-wednesday-no-gi-RWEVpph8AeI.html|videos/friday-tannersville-kids-bjj-qf48JtbhJug.html|videos/kids-adults-bjj-class-breakfalls-grip-breaking-pogo-stick-pass-takedown-cross-body-pin-uk16CCtsKk8.html|videos/kids-bjj-safety-class-side-breakfall-don-t-fall-like-a-banana-stability-ball-wrestling-lkW9SJ9v2TI.html,fail
https://senseisandy.com/videos/knee-pick-takedown-leg-drag-pass-north-south-choke-kinking-gts61f1ad9o,22,1,video-related,videos/25-for-2025-mzi3kdzmau8.html|videos/4pm-class-5wxyfr6f2yc.html|videos/4pm-kid-takedowns-in-tannersville-isrhsakxmco.html|videos/6-pm-bjj-class-preview-session-1-l5hh632g2h4.html|videos/6-pm-bjj-class-preview-session-2-lqtzpvkiw7y.html,fail
https://senseisandy.com/videos/knee-pick-takedown-leg-drag-pass-north-south-choke-kinking-the-hose-bjj-class-gtS61f1Ad9o,27,1,video-related,videos/25-for-2025-MZI3kDzmaU8.html|videos/4pm-class-5wXyFR6f2yc.html|videos/4pm-kid-takedowns-in-tannersville-IsRHsAKxmCo.html|videos/6pm-adults-NS5gBmsJW9I.html|videos/angle-b-cows-sharks-and-bears-oh-my-in-tannersville-brazilian-jiu-jitsu-class-TIparvZ3974.html,fail
https://senseisandy.com/videos/knee-pick-takedown-leg-drag-pass-north-south-gts61f1ad9o,30,5,hub-master|hub-program|hub-technique|other|video-related,bjj-videos.html|videos/25-2025-mzi3kdzmau8.html|videos/4pm-kid-takedowns-tannersville-isrhsakxmco.html|videos/adults.html|videos/angle-b-cows-sharks-bears-oh-my-tannersville-tiparvz3974.html,pass
https://senseisandy.com/videos/live-sparring-bulldog-hangman-choke-finish-north-south-jrscqotsl0k,13,5,hub-master|hub-program|hub-technique|other|video-related,bjj-videos.html|videos/adults.html|videos/hip-bump-sweep-cross-collar-choke-mount-detail-feorkwvxnre.html|videos/hip-bump-sweep-cross-collar-choke-mount-detail-spiderweb-feorkwvxnre.html|videos/index.html,pass
https://senseisandy.com/videos/live-sparring-bulldog-hangman-choke-finish-north-south-pressure-bjj-mindset-talk-jrsCqOtsL0k,3,1,video-related,videos/hip-bump-sweep-cross-collar-choke-mount-detail-spiderweb-armbar-bjj-class-breakdown-FeorkwVXnrE.html|videos/monday-tannersville-jiu-jitsu-vPCr667CyAg.html,fail
https://senseisandy.com/videos/magic-moves-cow-tipping-and-shark-attacks-on-a-tuesday-in-tannersville-Ioek3l5oqhY,0,0,,,fail
https://senseisandy.com/videos/monday-tannersville-jiu-jitsu-vPCr667CyAg,2,1,video-related,videos/live-sparring-bulldog-hangman-choke-finish-north-south-pressure-bjj-mindset-talk-jrsCqOtsL0k.html|videos/tuesday-tannersville-brazilian-jiu-jitsu-xXScA476zuE.html,fail
https://senseisandy.com/videos/monday-tannersville-jiu-jitsu-vpcr667cyag,10,5,hub-master|hub-program|hub-technique|other|video-related,bjj-videos.html|videos/adults.html|videos/index.html|videos/live-sparring-bulldog-hangman-choke-finish-north-south-jrscqotsl0k.html|videos/submissions.html,pass
https://senseisandy.com/videos/peterson-roll-escape-paint-brush-choke-reverse-power-nelson-bjj-class-breakdown-PtRaLTY9r64,25,1,video-related,videos/25-for-2025-MZI3kDzmaU8.html|videos/4pm-class-5wXyFR6f2yc.html|videos/5pm-teens-Jmr7M3E5CoM.html|videos/6pm-adults-NS5gBmsJW9I.html|videos/angle-b-cows-sharks-and-bears-oh-my-in-tannersville-brazilian-jiu-jitsu-class-TIparvZ3974.html,fail
https://senseisandy.com/videos/peterson-roll-escape-paint-brush-choke-reverse-power-ptralty9r64,44,5,hub-master|hub-program|hub-technique|other|video-related,bjj-videos.html|videos/25-2025-mzi3kdzmau8.html|videos/25-for-2025-mzi3kdzmau8.html|videos/4pm-class-5wxyfr6f2yc.html|videos/5pm-teens-jmr7m3e5com.html,pass
https://senseisandy.com/videos/positioning,16,5,hub-master|hub-program|hub-technique|other|video-related,bjj-videos.html|videos/adults.html|videos/breakfalls.html|videos/escapes.html|videos/guard-passing.html,pass
https://senseisandy.com/videos/private-video-VXzRG-G8rtU,2,1,video-related,videos/25-for-2025-MZI3kDzmaU8.html|videos/rear-bear-hug-rear-body-lock-defense-seatbelt-back-control-grip-breaks-sparring-rules-WsWXnsiAvUU.html,fail
https://senseisandy.com/videos/private-video-vxzrg-g8rtu,2,1,video-related,videos/25-for-2025-mzi3kdzmau8.html|videos/rear-bear-hug-rear-body-lock-defense-seatbelt-back-control-wswxnsiavuu.html,fail
https://senseisandy.com/videos/rear-bear-hug-body-lock-defense-seatbelt-back-wswxnsiavuu,11,5,hub-master|hub-program|hub-technique|other|video-related,bjj-videos.html|videos/25-2025-mzi3kdzmau8.html|videos/adults.html|videos/bjj-front-headlock-fundamentals-chin-strap-guillotine-finish-paodmopivnk.html|videos/index.html,pass
https://senseisandy.com/videos/rear-bear-hug-rear-body-lock-defense-seatbelt-back-control-grip-breaks-sparring-rules-WsWXnsiAvUU,2,1,video-related,videos/games-loRFy-ndeNk.html|videos/private-video-VXzRG-G8rtU.html,fail
https://senseisandy.com/videos/rear-bear-hug-rear-body-lock-defense-seatbelt-back-control-wswxnsiavuu,2,1,video-related,videos/games-lorfy-ndenk.html|videos/private-video-vxzrg-g8rtu.html,fail
https://senseisandy.com/videos/rear-naked-choke-mata-le-o-details-guard-retention-basics-beginner-bjj-class-BeINaONoezg,9,1,video-related,videos/4pm-kids-5K-uN3MYncU.html|videos/brazilian-jiu-jitsu-beginner-intro-wednesday-no-gi-RWEVpph8AeI.html|videos/cow-tip-takedown-chest-to-chest-control-plus-50-50-escape-game-bjj-class-rr8NoQAaumU.html|videos/friday-tannersville-kids-bjj-qf48JtbhJug.html|videos/kids-bjj-safety-class-side-breakfall-don-t-fall-like-a-banana-stability-ball-wrestling-lkW9SJ9v2TI.html,fail
https://senseisandy.com/videos/rear-naked-choke-mata-le-o-details-guard-retention-basics-beinaonoezg,6,1,video-related,videos/4pm-kids-5k-un3myncu.html|videos/cow-tip-takedown-chest-to-chest-control-plus-50-50-escape-rr8noqaaumu.html|videos/kids-bjj-safety-class-side-breakfall-don-t-fall-like-a-lkw9sj9v2ti.html|videos/kids-bjj-safety-class-side-breakfalls-grip-breaks-recovery-y1lu5dhnqak.html|videos/kids-teens-and-adult-brazilian-jiu-jitsu-friday-night-in-fmjtbqbn3fg.html,fail
https://senseisandy.com/videos/rear-naked-choke-mata-leao-details-guard-retention-beinaonoezg,15,5,hub-master|hub-program|hub-technique|other|video-related,bjj-videos.html|videos/adults.html|videos/brazilian-jiu-jitsu-beginner-intro-wednesday-no-gi-rwevpph8aei.html|videos/cow-tip-takedown-chest-control-plus-50-escape-rr8noqaaumu.html|videos/friday-tannersville-kids-bjj-qf48jtbhjug.html,pass
https://senseisandy.com/videos/rear-naked-choke-rnc-mount-escape-spiderweb-armbar-bjj-class-breakdown-P8UneaZvoWk,7,1,video-related,videos/5pm-teens-Jmr7M3E5CoM.html|videos/bjj-front-headlock-fundamentals-chin-strap-guillotine-finish-shoulder-pressure-escape-PAodMOpIVNk.html|videos/bjj-pressure-concepts-paint-brush-elbow-chest-compression-north-south-control-kcbwC0dJXP4.html|videos/front-headlock-escapes-spinning-turtle-rear-body-lock-escapes-50-50-safety-drills-bjj-class-s7jVPeRXqrg.html|videos/high-elbow-guillotine-front-headlock-control-bjj-class-games-sparring-deep-dive-N0S6-u9KmHg.html,fail
https://senseisandy.com/videos/rear-naked-choke-rnc-mount-escape-spiderweb-armbar-bjj-p8uneazvowk,3,1,video-related,videos/5pm-teens-jmr7m3e5com.html|videos/bjj-front-headlock-fundamentals-chin-strap-guillotine-paodmopivnk.html|videos/kids-bjj-safety-skills-hair-pull-escape-grip-break-game-eenqfgrycfe.html,fail
https://senseisandy.com/videos/rear-naked-choke-rnc-mount-escape-spiderweb-armbar-p8uneazvowk,17,5,hub-master|hub-program|hub-technique|other|video-related,bjj-videos.html|videos/adults.html|videos/bjj-front-headlock-fundamentals-chin-strap-guillotine-finish-paodmopivnk.html|videos/bjj-pressure-concepts-paint-brush-elbow-chest-compression-kcbwc0djxp4.html|videos/escapes.html,pass
https://senseisandy.com/videos/safe-stand-ups-knee-pick-bulldog-front-headlock-b8x5bi-3thu,18,5,hub-master|hub-program|hub-technique|other|video-related,bjj-videos.html|videos/4pm-kid-takedowns-tannersville-isrhsakxmco.html|videos/adults.html|videos/bjj-class-breakdown-bed-sheet-takedown-bridge-roll-cxcaeoxc1e4.html|videos/bjj-pressure-concepts-paint-brush-elbow-chest-compression-kcbwc0djxp4.html,pass
https://senseisandy.com/videos/safe-stand-ups-knee-pick-bulldog-front-headlock-north-b8x5bi-3thu,8,1,video-related,videos/4pm-kid-takedowns-in-tannersville-isrhsakxmco.html|videos/bjj-class-breakdown-bed-sheet-takedown-bridge-and-roll-cxcaeoxc1e4.html|videos/breakfalls-for-beginners-3-safe-get-ups-arm-triangle-ioek3l5oqhy.html|videos/hair-grab-self-defense-duck-and-hug-takedown-mount-escape-db1lfepopv4.html|videos/kids-adults-bjj-class-snap-downs-loop-choke-seatbelt-back-pksqic7garu.html,fail
https://senseisandy.com/videos/safe-stand-ups-knee-pick-bulldog-front-headlock-north-south-choke-bjj-class-B8X5bI-3THU,9,1,video-related,videos/4pm-kid-takedowns-in-tannersville-IsRHsAKxmCo.html|videos/bjj-class-breakdown-bed-sheet-takedown-bridge-and-roll-mount-escape-shin-ride-crackdown-CxcAeOXc1E4.html|videos/bjj-pressure-concepts-paint-brush-elbow-chest-compression-north-south-control-kcbwC0dJXP4.html|videos/breakfalls-for-beginners-3-safe-get-ups-arm-triangle-finish-bjj-class-games-Ioek3l5oqhY.html|videos/hair-grab-self-defense-duck-and-hug-takedown-mount-escape-youth-adult-bjj-class-db1LFEPOPv4.html,fail
https://senseisandy.com/videos/safe-tai-otoshi-rear-body-lock-defense-youth-handcuff-ride-n-yodtnn8f8,5,1,video-related,videos/25-for-2025-mzi3kdzmau8.html|videos/kids-adults-bjj-class-snap-downs-loop-choke-seatbelt-back-pksqic7garu.html|videos/knee-pick-takedown-leg-drag-pass-north-south-choke-kinking-gts61f1ad9o.html|videos/safe-stand-ups-knee-pick-bulldog-front-headlock-north-b8x5bi-3thu.html|videos/single-leg-takedown-mount-escape-kimura-from-back-control-oqcvatfqorc.html,fail
https://senseisandy.com/videos/safe-tai-otoshi-rear-body-lock-defense-youth-handcuff-ride-passing-cheat-code-adults-N-YODTNN8F8,5,1,video-related,videos/25-for-2025-MZI3kDzmaU8.html|videos/kids-adults-bjj-class-snap-downs-loop-choke-seatbelt-back-control-closed-guard-live-rounds-PksQic7GArU.html|videos/knee-pick-takedown-leg-drag-pass-north-south-choke-kinking-the-hose-bjj-class-gtS61f1Ad9o.html|videos/safe-stand-ups-knee-pick-bulldog-front-headlock-north-south-choke-bjj-class-B8X5bI-3THU.html|videos/single-leg-takedown-mount-escape-kimura-from-back-control-youth-adult-bjj-class-OQcvaTFQoRc.html,fail
https://senseisandy.com/videos/safe-tai-otoshi-rear-body-lock-defense-youth-n-yodtnn8f8,15,5,hub-master|hub-program|hub-technique|other|video-related,bjj-videos.html|videos/25-2025-mzi3kdzmau8.html|videos/adults.html|videos/guard-passing.html|videos/index.html,pass
https://senseisandy.com/videos/shoulder-hold-saturday-no-gi-brazilian-jiu-jitsu-in-kingston-W63Qn5XsFg8,0,0,,,fail
https://senseisandy.com/videos/single-leg-takedown-mount-escape-kimura-back-control-oqcvatfqorc,13,5,hub-master|hub-program|hub-technique|other|video-related,bjj-videos.html|videos/adults.html|videos/escapes.html|videos/hair-grab-self-defense-duck-hug-takedown-mount-db1lfepopv4.html|videos/index.html,pass
https://senseisandy.com/videos/single-leg-takedown-mount-escape-kimura-from-back-control-oqcvatfqorc,2,1,video-related,videos/hair-grab-self-defense-duck-and-hug-takedown-mount-escape-db1lfepopv4.html|videos/safe-tai-otoshi-rear-body-lock-defense-youth-handcuff-ride-n-yodtnn8f8.html,fail
https://senseisandy.com/videos/single-leg-takedown-mount-escape-kimura-from-back-control-youth-adult-bjj-class-OQcvaTFQoRc,2,1,video-related,videos/hair-grab-self-defense-duck-and-hug-takedown-mount-escape-youth-adult-bjj-class-db1LFEPOPv4.html|videos/safe-tai-otoshi-rear-body-lock-defense-youth-handcuff-ride-passing-cheat-code-adults-N-YODTNN8F8.html,fail
https://senseisandy.com/videos/spar-3cD3E6czrXU,0,0,,,fail
https://senseisandy.com/videos/teens-brazilian-jiu-jitsu-chokes-self-defense-LFeW-qWwdgQ,10,1,video-related,videos/4pm-kids-5K-uN3MYncU.html|videos/5pm-teens-Jmr7M3E5CoM.html|videos/brazilian-jiu-jitsu-beginner-intro-wednesday-no-gi-RWEVpph8AeI.html|videos/brazilian-jiu-jitsu-teens-wednesday-no-gi-EtZMjYZFgKk.html|videos/friday-tannersville-kids-bjj-qf48JtbhJug.html,fail
https://senseisandy.com/videos/teens-brazilian-jiu-jitsu-chokes-self-defense-LFeW_qWwdgQ,0,0,,,fail
https://senseisandy.com/videos/teens-brazilian-jiu-jitsu-chokes-self-defense-lfew-qwwdgq,23,5,hub-master|hub-program|hub-technique|other|video-related,bjj-videos.html|videos/4pm-kids-5k-un3myncu.html|videos/5pm-teens-jmr7m3e5com.html|videos/brazilian-jiu-jitsu-beginner-intro-wednesday-no-gi-rwevpph8aei.html|videos/brazilian-jiu-jitsu-teens-wednesday-no-gi-etzmjyzfgkk.html,pass
https://senseisandy.com/videos/tuesday-tannersville-brazilian-jiu-jitsu-xXScA476zuE,2,1,video-related,videos/cow-tip-takedown-chest-to-chest-control-plus-50-50-escape-game-bjj-class-rr8NoQAaumU.html|videos/monday-tannersville-jiu-jitsu-vPCr667CyAg.html,fail
https://senseisandy.com/videos/tuesday-tannersville-brazilian-jiu-jitsu-xxsca476zue,11,5,hub-master|hub-program|hub-technique|other|video-related,bjj-videos.html|videos/adults.html|videos/cow-tip-takedown-chest-control-plus-50-escape-rr8noqaaumu.html|videos/cow-tip-takedown-chest-to-chest-control-plus-50-50-escape-rr8noqaaumu.html|videos/index.html,pass
https://senseisandy.com/videos/wednesday-GFcByYHrou4,2,1,video-related,videos/4pm-class-5wXyFR6f2yc.html|videos/friday-tIcb1N-nMgc.html,fail
https://senseisandy.com/videos/wednesday-gfcbyyhrou4,2,1,video-related,videos/4pm-class-5wxyfr6f2yc.html|videos/friday-ticb1n-nmgc.html,fail
