url,internal_links,contextual_blog_links,money_page_links,hub_page_links,service_links,pillar_links,sample_targets,status
https://senseisandy.com/blog/gi-bjj-windham-ny,40,7,2,2,4,6,internal:/|/blog|/free-bjj-intro-tannersville-ny|/bjj-classes/adults-tannersville-ny|/schedule blog:/blog/gi-vs-no-gi-bjj-cheat-code|/blog/bjj-belts-stripes-promotions|/blog/jiu-jitsu-windham-ny|/blog/jiu-jitsu-near-windham-mountain-club|/blog/kids-martial-arts-haines-falls money:/free-bjj-intro-tannersville-ny|/schedule hub:/blog|/sensei-jiu-jitsu service:/bjj-classes/adults-tannersville-ny|/schedule|/bjj-classes/kids-tannersville-ny|/bjj-classes/teens-tannersville-ny pillar:/|/bjj-classes/adults-tannersville-ny|/schedule|/bjj-classes/kids-tannersville-ny|/bjj-classes/teens-tannersville-ny missingBlocks:-,pass
https://senseisandy.com/blog/gi-vs-no-gi-bjj-cheat-code,41,8,2,2,4,6,internal:/|/blog|/free-bjj-intro-tannersville-ny|/schedule|/blog/gi-vs-no-gi-bjj-cheat-code blog:/blog/seated-guard-basics|/blog/what-is-sanda-sanshou|/blog/sanda-vs-jiu-jitsu-for-mma|/blog/bjj-promotions-how-often|/blog/sanda-vs-jiu-jitsu money:/free-bjj-intro-tannersville-ny|/schedule hub:/blog|/sensei-jiu-jitsu service:/schedule|/bjj-classes/adults-tannersville-ny|/bjj-classes/kids-tannersville-ny|/bjj-classes/teens-tannersville-ny pillar:/|/schedule|/bjj-classes/adults-tannersville-ny|/bjj-classes/kids-tannersville-ny|/bjj-classes/teens-tannersville-ny missingBlocks:-,pass
https://senseisandy.com/blog/growth-over-gold-bjj-mindset,38,4,2,2,4,6,internal:/|/blog|/free-bjj-intro-tannersville-ny|/bjj-glossary|/bjj-glossary/side-control blog:/blog/kids-martial-arts-haines-falls|/blog/jiu-jitsu-near-windham-mountain-club|/blog/beginners-guide-bjj-human-chess|/blog/bjj-beginners-over-40-catskills money:/free-bjj-intro-tannersville-ny|/schedule hub:/blog|/sensei-jiu-jitsu service:/schedule|/bjj-classes/kids-tannersville-ny|/bjj-classes/teens-tannersville-ny|/bjj-classes/adults-tannersville-ny pillar:/|/schedule|/bjj-classes/kids-tannersville-ny|/bjj-classes/teens-tannersville-ny|/bjj-classes/adults-tannersville-ny missingBlocks:-,pass
https://senseisandy.com/blog/how-to-fall-safely-bjj-breakfalls,40,5,2,2,4,6,internal:/|/blog|/free-bjj-intro-tannersville-ny|/after-school|/samurai-break blog:/blog/schedule-sensei-weekly-template|/blog/wrestle-ups-scramble|/blog/jiu-jitsu-near-windham-mountain-club|/blog/sanda-vs-jiu-jitsu|/blog/kids-martial-arts-haines-falls money:/free-bjj-intro-tannersville-ny|/schedule hub:/blog|/sensei-jiu-jitsu service:/bjj-classes/kids-tannersville-ny|/bjj-classes/teens-tannersville-ny|/bjj-classes/adults-tannersville-ny|/schedule pillar:/|/bjj-classes/kids-tannersville-ny|/bjj-classes/teens-tannersville-ny|/bjj-classes/adults-tannersville-ny|/schedule missingBlocks:-,pass
https://senseisandy.com/blog/hunter-elementary-tuesday-drop-off-bjj,37,4,2,2,4,6,internal:/|/blog|/free-bjj-intro-tannersville-ny|/bjj-glossary|/options-pricing blog:/blog/kids-martial-arts-haines-falls|/blog/jiu-jitsu-near-windham-mountain-club|/blog/schedule-sensei-weekly-template|/blog/after-school-jiu-jitsu money:/free-bjj-intro-tannersville-ny|/schedule hub:/blog|/sensei-jiu-jitsu service:/schedule|/bjj-classes/kids-tannersville-ny|/bjj-classes/teens-tannersville-ny|/bjj-classes/adults-tannersville-ny pillar:/|/schedule|/bjj-classes/kids-tannersville-ny|/bjj-classes/teens-tannersville-ny|/bjj-classes/adults-tannersville-ny missingBlocks:-,pass
https://senseisandy.com/blog/jiu-jitsu-near-hunter-mountain,38,5,2,2,4,6,internal:/|/blog|/free-bjj-intro-tannersville-ny|/bjj-classes/hunter-ny|/private-lessons blog:/blog/things-to-do-near-hunter-ny-private-bjj-coaching|/blog/jiu-jitsu-windham-ny|/blog/kids-martial-arts-haines-falls|/blog/jiu-jitsu-near-windham-mountain-club|/blog/teen-jiu-jitsu-hunter-ny money:/free-bjj-intro-tannersville-ny|/schedule hub:/blog|/sensei-jiu-jitsu service:/schedule|/bjj-classes/kids-tannersville-ny|/bjj-classes/teens-tannersville-ny|/bjj-classes/adults-tannersville-ny pillar:/|/schedule|/bjj-classes/kids-tannersville-ny|/bjj-classes/teens-tannersville-ny|/bjj-classes/adults-tannersville-ny missingBlocks:-,pass
https://senseisandy.com/blog/jiu-jitsu-near-windham-mountain-club,40,7,2,2,4,6,internal:/|/blog|/free-bjj-intro-tannersville-ny|/bjj-classes/windham-ny|/schedule blog:/blog/jiu-jitsu-near-windham-mountain-club-ski-families|/blog/gi-vs-no-gi-bjj-cheat-code|/blog/kids-martial-arts-haines-falls|/blog/schedule-sensei-weekly-template|/blog/what-does-sensei-mean-in-bjj money:/free-bjj-intro-tannersville-ny|/schedule hub:/blog|/sensei-jiu-jitsu service:/schedule|/bjj-classes/kids-tannersville-ny|/bjj-classes/teens-tannersville-ny|/bjj-classes/adults-tannersville-ny pillar:/|/schedule|/bjj-classes/kids-tannersville-ny|/bjj-classes/teens-tannersville-ny|/bjj-classes/adults-tannersville-ny missingBlocks:-,pass
https://senseisandy.com/blog/jiu-jitsu-near-windham-mountain-club-ski-families,41,8,2,2,4,6,internal:/|/blog|/nearby-towns|/free-bjj-intro-tannersville-ny|/schedule blog:/blog/gi-vs-no-gi-bjj-cheat-code|/blog/schedule-sensei-weekly-template|/blog/things-to-do-near-hunter-ny-private-bjj-coaching|/blog/what-does-sensei-mean-in-bjj|/blog/after-school-jiu-jitsu money:/free-bjj-intro-tannersville-ny|/schedule hub:/blog|/sensei-jiu-jitsu service:/schedule|/bjj-classes/adults-tannersville-ny|/bjj-classes/kids-tannersville-ny|/bjj-classes/teens-tannersville-ny pillar:/|/schedule|/bjj-classes/adults-tannersville-ny|/bjj-classes/kids-tannersville-ny|/bjj-classes/teens-tannersville-ny missingBlocks:-,pass
https://senseisandy.com/blog/jiu-jitsu-windham-ny,38,5,2,2,4,6,internal:/|/blog|/free-bjj-intro-tannersville-ny|/bjj-classes/windham-ny|/bjj-glossary blog:/blog/martial-arts-windham-ny-why-families-pick-jiu-jitsu|/blog/jiu-jitsu-near-windham-mountain-club|/blog/kids-martial-arts-haines-falls|/blog/jiu-jitsu-near-hunter-mountain|/blog/kids-jiu-jitsu-windham-ny money:/free-bjj-intro-tannersville-ny|/schedule hub:/blog|/sensei-jiu-jitsu service:/schedule|/bjj-classes/kids-tannersville-ny|/bjj-classes/teens-tannersville-ny|/bjj-classes/adults-tannersville-ny pillar:/|/schedule|/bjj-classes/kids-tannersville-ny|/bjj-classes/teens-tannersville-ny|/bjj-classes/adults-tannersville-ny missingBlocks:-,pass
https://senseisandy.com/blog/kids-jiu-jitsu-windham-ny,40,7,2,2,4,6,internal:/|/blog|/free-bjj-intro-tannersville-ny|/bjj-classes/kids-tannersville-ny|/schedule blog:/blog/hunter-elementary-tuesday-drop-off-bjj|/blog/exactly-what-happens-first-bjj-class-minute-by-minute|/blog/jiu-jitsu-windham-ny|/blog/after-school-jiu-jitsu|/blog/kids-martial-arts-haines-falls money:/free-bjj-intro-tannersville-ny|/schedule hub:/blog|/sensei-jiu-jitsu service:/bjj-classes/kids-tannersville-ny|/schedule|/bjj-classes/teens-tannersville-ny|/bjj-classes/adults-tannersville-ny pillar:/|/bjj-classes/kids-tannersville-ny|/schedule|/bjj-classes/teens-tannersville-ny|/bjj-classes/adults-tannersville-ny missingBlocks:-,pass
https://senseisandy.com/blog/kids-martial-arts-haines-falls,39,6,2,2,4,6,internal:/|/blog|/free-bjj-intro-tannersville-ny|/bjj-classes/haines-falls-ny|/bjj-classes/kids-tannersville-ny blog:/blog/kids-martial-arts-haines-falls-beginner-friendly-jiu-jitsu|/blog/after-school-jiu-jitsu|/blog/schedule-sensei-weekly-template|/blog/what-does-sensei-mean-in-bjj|/blog/after-school-jiu-jitsu-calm-routine-catskills money:/free-bjj-intro-tannersville-ny|/schedule hub:/blog|/sensei-jiu-jitsu service:/bjj-classes/kids-tannersville-ny|/schedule|/bjj-classes/teens-tannersville-ny|/bjj-classes/adults-tannersville-ny pillar:/|/bjj-classes/kids-tannersville-ny|/schedule|/bjj-classes/teens-tannersville-ny|/bjj-classes/adults-tannersville-ny missingBlocks:-,pass
https://senseisandy.com/blog/kids-martial-arts-haines-falls-beginner-friendly-jiu-jitsu,40,7,2,2,4,6,internal:/|/blog|/nearby-towns|/free-bjj-intro-tannersville-ny|/schedule blog:/blog/after-school-jiu-jitsu-calm-routine-catskills|/blog/bjj-belts-stripes-promotions|/blog/schedule-sensei-weekly-template|/blog/what-does-sensei-mean-in-bjj|/blog/after-school-jiu-jitsu money:/free-bjj-intro-tannersville-ny|/schedule hub:/blog|/sensei-jiu-jitsu service:/schedule|/bjj-classes/kids-tannersville-ny|/bjj-classes/teens-tannersville-ny|/bjj-classes/adults-tannersville-ny pillar:/|/schedule|/bjj-classes/kids-tannersville-ny|/bjj-classes/teens-tannersville-ny|/bjj-classes/adults-tannersville-ny missingBlocks:-,pass
https://senseisandy.com/blog/kids-teens-bjj-belts-ranks-stripes-promotions,39,4,2,2,4,6,internal:/|/blog|/free-bjj-intro-tannersville-ny|/blog/kids-teens-bjj-belts-ranks-stripes-promotions|/bjj-glossary blog:/blog/bjj-belts-stripes-promotions|/blog/bjj-promotions-how-often|/blog/bjj-black-belt-degree-time|/blog/kids-martial-arts-haines-falls money:/free-bjj-intro-tannersville-ny|/schedule hub:/blog|/sensei-jiu-jitsu service:/schedule|/bjj-classes/kids-tannersville-ny|/bjj-classes/teens-tannersville-ny|/bjj-classes/adults-tannersville-ny pillar:/|/schedule|/bjj-classes/kids-tannersville-ny|/bjj-classes/teens-tannersville-ny|/bjj-classes/adults-tannersville-ny missingBlocks:-,pass
https://senseisandy.com/blog/kinetic-chess-onteora-park,39,6,2,2,4,6,internal:/|/blog|/free-bjj-intro-tannersville-ny|/bjj-glossary|/options-pricing blog:/blog/bio-switch-nervous-system|/blog/bioginastica-movement-no-gi|/blog/neck-cranks-bjj-longevity-guide|/blog/gain-points-system|/blog/kids-martial-arts-haines-falls money:/free-bjj-intro-tannersville-ny|/schedule hub:/blog|/sensei-jiu-jitsu service:/schedule|/bjj-classes/kids-tannersville-ny|/bjj-classes/teens-tannersville-ny|/bjj-classes/adults-tannersville-ny pillar:/|/schedule|/bjj-classes/kids-tannersville-ny|/bjj-classes/teens-tannersville-ny|/bjj-classes/adults-tannersville-ny missingBlocks:-,pass
https://senseisandy.com/blog/martial-arts-windham-ny-why-families-pick-jiu-jitsu,42,9,2,2,4,6,internal:/|/blog|/free-bjj-intro-tannersville-ny|/nearby-towns|/blog/jiu-jitsu-windham-ny blog:/blog/jiu-jitsu-windham-ny|/blog/gi-vs-no-gi-bjj-cheat-code|/blog/bjj-belts-stripes-promotions|/blog/after-school-jiu-jitsu-calm-routine-catskills|/blog/schedule-sensei-weekly-template money:/free-bjj-intro-tannersville-ny|/schedule hub:/blog|/sensei-jiu-jitsu service:/schedule|/bjj-classes/kids-tannersville-ny|/bjj-classes/teens-tannersville-ny|/bjj-classes/adults-tannersville-ny pillar:/|/schedule|/bjj-classes/kids-tannersville-ny|/bjj-classes/teens-tannersville-ny|/bjj-classes/adults-tannersville-ny missingBlocks:-,pass
https://senseisandy.com/blog/neck-cranks-bjj-longevity-guide,39,6,2,2,4,6,internal:/|/blog|/free-bjj-intro-tannersville-ny|/bjj-glossary|/options-pricing blog:/blog/bio-switch-nervous-system|/blog/bioginastica-movement-no-gi|/blog/gain-points-system|/blog/kinetic-chess-onteora-park|/blog/kids-martial-arts-haines-falls money:/free-bjj-intro-tannersville-ny|/schedule hub:/blog|/sensei-jiu-jitsu service:/schedule|/bjj-classes/kids-tannersville-ny|/bjj-classes/teens-tannersville-ny|/bjj-classes/adults-tannersville-ny pillar:/|/schedule|/bjj-classes/kids-tannersville-ny|/bjj-classes/teens-tannersville-ny|/bjj-classes/adults-tannersville-ny missingBlocks:-,pass
https://senseisandy.com/blog/no-gi-windham-ny,40,7,2,2,4,6,internal:/|/blog|/free-bjj-intro-tannersville-ny|/bjj-classes/adults-tannersville-ny|/schedule blog:/blog/gi-vs-no-gi-bjj-cheat-code|/blog/jiu-jitsu-windham-ny|/blog/private-jiu-jitsu-lessons-windham-ny|/blog/kids-martial-arts-haines-falls|/blog/jiu-jitsu-near-windham-mountain-club money:/free-bjj-intro-tannersville-ny|/schedule hub:/blog|/sensei-jiu-jitsu service:/bjj-classes/adults-tannersville-ny|/schedule|/bjj-classes/kids-tannersville-ny|/bjj-classes/teens-tannersville-ny pillar:/|/bjj-classes/adults-tannersville-ny|/schedule|/bjj-classes/kids-tannersville-ny|/bjj-classes/teens-tannersville-ny missingBlocks:-,pass
