start_url,expected_final,first_status,first_location,hops,final_status,final_url,error
https://senseisandy.com/blog/,https://senseisandy.com/blog,ERR,,,,,fetch failed
https://senseisandy.com/blog/seated-guard-basics/,https://senseisandy.com/blog/seated-guard-basics,ERR,,,,,fetch failed
https://senseisandy.com/blog/bjj-black-belt-degree-time/,https://senseisandy.com/blog/bjj-black-belt-degree-time,ERR,,,,,fetch failed
https://senseisandy.com/blog/schedule-sensei/,https://senseisandy.com/blog/schedule-sensei,ERR,,,,,fetch failed
https://senseisandy.com/blog/takedown-defense/,https://senseisandy.com/blog/takedown-defense,ERR,,,,,fetch failed
https://senseisandy.com/blog/takedown-defense,https://senseisandy.com/blog/takedown-defense,ERR,,,,,fetch failed
