url,status_code,location,source_count,sample_source,error
https://senseisandy.com/,0,,756,archive/openingpress.html,fetch failed
https://senseisandy.com/after-school,0,,15,blog/after-school-jiu-jitsu/index.html,fetch failed
https://senseisandy.com/annual-track,0,,7,dist/footer-include-no-proof.html,fetch failed
https://senseisandy.com/assets/calendar/adult-class-6pm.ics,0,,3,dist/show-up-kit.html,fetch failed
https://senseisandy.com/assets/calendar/saturday-block.ics,0,,3,dist/show-up-kit.html,fetch failed
https://senseisandy.com/assets/calendar/youth-class-5pm.ics,0,,3,dist/show-up-kit.html,fetch failed
https://senseisandy.com/back-to-school-bjj-tannersville,0,,3,dist/parent-resources.html,fetch failed
https://senseisandy.com/bio,0,,587,admin/youth-intro.html,fetch failed
https://senseisandy.com/bio.html,0,,1,summer-academy.html,fetch failed
https://senseisandy.com/birthday-parties,0,,6,blog/index.html,fetch failed
https://senseisandy.com/bjj-anatomy-quiz,0,,2,dist/bjj-glossary/index.html,fetch failed
https://senseisandy.com/bjj-classes,0,,582,admin/youth-intro.html,fetch failed
https://senseisandy.com/bjj-classes/acra-ny,0,,3,bjj-classes/index.html,fetch failed
https://senseisandy.com/bjj-classes/adults-tannersville-ny,0,,702,admin/youth-intro.html,fetch failed
https://senseisandy.com/bjj-classes/ashland-ny,0,,3,bjj-classes/index.html,fetch failed
https://senseisandy.com/bjj-classes/boiceville-ny,0,,3,bjj-classes/index.html,fetch failed
https://senseisandy.com/bjj-classes/cairo-ny,0,,9,bjj-classes/index.html,fetch failed
https://senseisandy.com/bjj-classes/catskill-ny,0,,9,bjj-classes/index.html,fetch failed
https://senseisandy.com/bjj-classes/coxsackie-ny,0,,3,bjj-classes/index.html,fetch failed
https://senseisandy.com/bjj-classes/durham-ny,0,,3,bjj-classes/index.html,fetch failed
https://senseisandy.com/bjj-classes/elka-park-ny,0,,3,bjj-classes/index.html,fetch failed
https://senseisandy.com/bjj-classes/gilboa-ny,0,,3,bjj-classes/index.html,fetch failed
https://senseisandy.com/bjj-classes/grand-gorge-ny,0,,3,bjj-classes/index.html,fetch failed
https://senseisandy.com/bjj-classes/greenville-ny,0,,3,bjj-classes/index.html,fetch failed
https://senseisandy.com/bjj-classes/haines-falls-ny,0,,588,admin/youth-intro.html,fetch failed
https://senseisandy.com/bjj-classes/hunter-ny,0,,589,admin/youth-intro.html,fetch failed
https://senseisandy.com/bjj-classes/kids-tannersville-ny,0,,711,admin/youth-intro.html,fetch failed
https://senseisandy.com/bjj-classes/lanesville-ny,0,,3,bjj-classes/index.html,fetch failed
https://senseisandy.com/bjj-classes/leeds-ny,0,,3,bjj-classes/index.html,fetch failed
https://senseisandy.com/bjj-classes/lexington-ny,0,,3,bjj-classes/index.html,fetch failed
https://senseisandy.com/bjj-classes/maplecrest-ny,0,,3,bjj-classes/index.html,fetch failed
https://senseisandy.com/bjj-classes/olive-ny,0,,3,bjj-classes/index.html,fetch failed
https://senseisandy.com/bjj-classes/palenville-ny,0,,9,bjj-classes/index.html,fetch failed
https://senseisandy.com/bjj-classes/prattsville-ny,0,,3,bjj-classes/index.html,fetch failed
https://senseisandy.com/bjj-classes/purling-ny,0,,3,bjj-classes/index.html,fetch failed
https://senseisandy.com/bjj-classes/round-top-ny,0,,3,bjj-classes/index.html,fetch failed
https://senseisandy.com/bjj-classes/roxbury-ny,0,,3,bjj-classes/index.html,fetch failed
https://senseisandy.com/bjj-classes/saugerties-ny,0,,3,bjj-classes/index.html,fetch failed
https://senseisandy.com/bjj-classes/schoharie-ny,0,,3,bjj-classes/index.html,fetch failed
https://senseisandy.com/bjj-classes/shandaken-ny,0,,3,bjj-classes/index.html,fetch failed
https://senseisandy.com/bjj-classes/shokan-ny,0,,3,bjj-classes/index.html,fetch failed
https://senseisandy.com/bjj-classes/stamford-ny,0,,3,bjj-classes/index.html,fetch failed
https://senseisandy.com/bjj-classes/tannersville-ny,0,,588,admin/youth-intro.html,fetch failed
https://senseisandy.com/bjj-classes/teens-tannersville-ny,0,,701,admin/youth-intro.html,fetch failed
https://senseisandy.com/bjj-classes/windham-ny,0,,593,admin/youth-intro.html,fetch failed
https://senseisandy.com/bjj-faqs,0,,599,admin/youth-intro.html,fetch failed
https://senseisandy.com/bjj-glossary,0,,950,admin/youth-intro.html,fetch failed
https://senseisandy.com/bjj-glossary/ankle-lock,0,,12,bjj-glossary/index.html,fetch failed
https://senseisandy.com/bjj-glossary/ankle-pick,0,,9,bjj-glossary/index.html,fetch failed
https://senseisandy.com/bjj-glossary/arm-drag,0,,30,bjj-glossary/back-take/index.html,fetch failed
https://senseisandy.com/bjj-glossary/armbar,0,,36,bjj-glossary/closed-guard/index.html,fetch failed
https://senseisandy.com/bjj-glossary/back-control,0,,39,bjj-glossary/arm-drag/index.html,fetch failed
https://senseisandy.com/bjj-glossary/back-defense,0,,15,bjj-glossary/granby-roll/index.html,fetch failed
https://senseisandy.com/bjj-glossary/back-take,0,,30,bjj-glossary/chest-to-back/index.html,fetch failed
