request_url,final_status,live_abs_blog_root_slash_count,local_abs_blog_root_slash_count,live_blog_slug_slash_count,local_blog_slug_slash_count,error
https://senseisandy.com/,ERR,,,,,Error
https://senseisandy.com/schedule,ERR,,,,,Error
https://senseisandy.com/blog/index.html,ERR,,,,,Error
https://senseisandy.com/blog/wrestle-ups-scramble,ERR,,,,,Error
https://senseisandy.com/blog/can-you-beat-sensei-without-a-black-belt,ERR,,,,,Error
